
205.1041645989475, 500
205.07694155620644, 501
205.04971851346536, 502
205.0224954707243, 503
204.99527242798322, 504
204.96804938524215, 505
204.94082634250108, 506
204.91360329976, 507
204.88638025701894, 508
204.85915721427787, 509
204.8319341715368, 510
204.80471112879573, 511
204.77748808605466, 512
204.7502650433136, 513
204.72304200057255, 514
204.69581895783148, 515
204.6685959150904, 516
204.64137287234934, 517
204.61414982960827, 518
204.5869267868672, 519
204.55970374412613, 520
204.53248070138505, 521
204.50525765864398, 522
204.4780346159029, 523
204.45081157316184, 524
204.42358853042077, 525
204.3963654876797, 526
204.36914244493863, 527
204.34191940219756, 528
204.31469635945652, 529
204.28747331671545, 530
204.26025027397438, 531
204.2330272312333, 532
204.20580418849224, 533
204.17858114575117, 534
204.1513581030101, 535
204.12413506026903, 536
204.09691201752796, 537
204.06968897478689, 538
204.04246593204581, 539
204.01524288930474, 540
203.98801984656367, 541
203.9607968038226, 542
203.93357376108153, 543
203.9063507183405, 544
203.87912767559942, 545
203.85190463285835, 546
203.82468159011728, 547
203.7974585473762, 548
203.77023550463514, 549
203.74301246189407, 550
203.715789419153, 551
203.68856637641193, 552
203.66134333367086, 553
203.6341202909298, 554
203.60689724818872, 555
203.57967420544765, 556
203.55245116270657, 557
203.5252281199655, 558
203.49800507722443, 559
203.4707820344834, 560
203.44355899174232, 561
203.41633594900125, 562
203.38911290626018, 563
203.3618898635191, 564
203.33466682077804, 565
203.30744377803697, 566
203.2802207352959, 567
203.25299769255483, 568
203.22577464981376, 569
203.1985516070727, 570
203.17132856433162, 571
203.14410552159055, 572
203.1168824788495, 573
203.08965943610843, 574
203.06243639336736, 575
203.0352133506263, 576
203.00799030788522, 577
202.98076726514415, 578
202.95354422240308, 579
202.926321179662, 580
202.89909813692094, 581
202.87187509417987, 582
202.8446520514388, 583
202.81742900869773, 584
202.79020596595666, 585
202.7629829232156, 586
202.73575988047452, 587
202.70853683773345, 588
202.68131379499238, 589
202.65409075225134, 590
202.62686770951026, 591
202.5996446667692, 592
202.57242162402812, 593
202.54519858128705, 594
202.51797553854598, 595
202.4907524958049, 596
202.46352945306384, 597
202.43630641032277, 598
202.4090833675817, 599
